Date,LGR,Volume,Volatility
2024-10-15,-0.015615552035054527,13.43131758513165,25.803153081889203
2024-10-16,-0.02227243761401807,13.436297821000176,25.803153081889203
2024-10-17,-0.023699067984177914,15.362711299122635,25.803153081889203
2024-10-18,0.01340884671886292,13.91923974372675,25.803153081889203
2024-10-21,-0.013776759703790139,13.623259870092435,25.803153081889203
2024-10-22,-0.02734168822646911,13.924544318988396,25.803153081889203
2024-10-23,-0.013247285569220363,14.278552510876459,25.803153081889203
2024-10-24,0.009762118610128198,13.611066084082548,25.803153081889203
2024-10-25,0.019615108370052738,13.859623132582595,25.803153081889203
2024-10-28,0.01271925211400244,13.504764545913941,25.803153081889203
2024-10-29,0.011070826336872742,13.398023474628785,25.803153081889203
2024-10-30,0.030382973283184338,14.23105800141395,25.803153081889203
2024-10-31,-0.04801506324612558,13.912274226396582,25.803153081889203
2024-11-01,0.005348144447071021,13.850394959817775,25.803153081889203
2024-11-04,-0.01654214444993083,13.704578997256993,25.803153081889203
2024-11-05,0.027153271689954954,13.493237040742875,25.803153081889203
2024-11-06,0.022421938239809976,13.754166927723222,25.803153081889203
2024-11-07,0.045704299203050996,13.991310897767963,25.803153081889203
2024-11-08,-0.013968956762015946,13.696839628246595,25.803153081889203
2024-11-11,0.005261265338845567,13.73808941099569,25.803153081889203
2024-11-12,0.0002742929686899626,14.065957943805829,25.803153081889203
2024-11-13,0.031190365862898337,14.744046016254867,25.803153081889203
2024-11-14,-0.03139610470046086,14.323953345028471,25.803153081889203
2024-11-15,-0.04138089566318594,14.383321247212923,25.803153081889203
2024-11-18,0.016519354076099998,13.821492629641822,25.803153081889203
2024-11-19,0.0164584116482888,14.321243234664255,25.803153081889203
2024-11-20,-0.025889884088483136,14.030944466208432,25.803153081889203
2024-11-21,0.11291281790178806,15.248569223060048,25.803153081889203
2024-11-22,0.05267136278685217,14.828928000569151,25.803153081889203
2024-11-25,0.02629773587184297,14.845522755140127,25.803153081889203
2024-11-26,-0.0176137647763646,14.385359522179726,25.803153081889203
2024-11-27,-0.032730157307706204,14.0104192302637,25.803153081889203
2024-11-29,-0.006521576162489407,13.184586720584461,25.803153081889203
2024-12-02,0.008214497822584491,14.061510891421412,25.803153081889203
2024-12-03,-0.0035121858903183565,13.734300502538732,25.803153081889203
2024-12-04,0.05201673841323053,14.146898462676123,25.803153081889203
2024-12-05,-0.02072244913927894,13.818605762871577,25.803153081889203
2024-12-06,0.02682723176218668,14.409500166991,25.803153081889203
2024-12-09,0.01940859734848866,15.689356798190438,25.803153081889203
2024-12-10,-0.1853249835184198,16.14770299571098,25.803153081889203
2024-12-11,0.021425809397394538,15.107906242640107,25.803153081889203
2024-12-12,-0.02932910889806709,14.827765800975854,25.803153081889203
